No         Predictions            Accuracy [%]
639        (1 0 1 6 0 0 1)              98.515
640        (1 0 1 2 1 1 1)              98.518
641        (1 0 2 3 2 1 2)              98.520
642        (1 0 2 3 2 1 2)              98.522
643        (1 0 2 3 1 2 1)              98.524
644        (1 0 2 3 2 1 2)              98.527
645        (1 0 2 3 2 1 2)              98.529
646        (1 0 2 3 1 2 1)              98.531
647        (1 0 3 1 2 1 2)              98.534
648        (1 0 1 4 1 2 1)              98.447
649        (1 0 3 1 2 1 2)              98.450
650        (1 0 2 3 2 1 2)              98.452
651        (1 0 3 1 2 1 2)              98.454
652        (1 0 2 3 2 1 1)              98.435
653        (1 0 2 3 2 1 2)              98.437
654        (1 0 2 3 2 1 1)              98.440
655        (1 0 2 3 1 1 1)              98.398
656        (1 0 1 2 1 1 1)              98.401
657        (1 0 2 3 2 1 2)              98.403
658        (1 0 2 3 2 1 2)              98.405
659        (1 0 2 3 2 1 2)              98.408
660        (1 0 3 1 2 1 2)              98.410
661        (1 0 2 3 2 1 2)              98.413
662        (1 0 2 3 2 1 2)              98.415
663        (1 0 2 3 2 1 2)              98.418
664        (1 0 1 2 1 1 1)              98.420
665        (1 0 1 2 1 1 1)              98.422
666        (1 0 3 1 1 2 1)              98.425
667        (1 0 1 2 1 1 1)              98.427
668        (1 0 2 3 2 1 2)              98.429
669        (1 0 1 2 1 1 1)              98.432
670        (1 0 1 2 1 1 1)              98.434
671        (1 0 3 1 2 1 2)              98.436
672        (1 0 2 3 2 1 1)              98.439
673        (1 0 1 2 1 2 1)              98.441
674        (1 0 3 1 2 1 1)              98.422
675        (1 0 3 1 2 1 2)              98.425
676        (1 0 1 2 0 0 1)              98.427
677        (1 0 2 3 2 1 2)              98.429
678        (1 0 1 2 1 1 1)              98.432
679        (1 0 0 0 2 2 1)              98.434
680        (1 0 2 3 2 1 2)              98.436
681        (1 0 3 1 2 1 2)              98.438
682        (1 0 1 2 1 1 1)              98.441
683        (1 0 1 2 1 1 1)              98.443
684        (1 0 2 3 1 2 1)              98.445
685        (1 0 3 1 2 1 2)              98.448
686        (1 0 3 1 2 1 2)              98.450
687        (1 0 2 3 1 2 1)              98.452
688        (1 0 3 1 2 1 1)              98.454
689        (1 0 3 1 1 1 1)              98.457
690        (1 0 2 3 2 1 2)              98.459
691        (1 0 3 1 1 2 1)              98.461
692        (1 0 2 3 1 1 1)              98.463
693        (1 0 2 3 2 1 2)              98.466
694        (1 0 2 3 2 1 2)              98.468
695        (1 0 1 2 1 1 1)              98.470
696        (1 0 2 3 2 1 2)              98.472
697        (1 0 2 3 2 1 2)              98.475
698        (1 0 2 3 2 2 1)              98.477
699        (1 0 1 2 1 1 1)              98.479
700        (1 0 2 3 1 2 1)              98.481
701        (1 0 1 2 1 1 1)              98.483
702        (1 0 1 2 1 2 1)              98.485
703        (1 0 3 1 2 1 2)              98.467
704        (1 0 3 1 2 1 2)              98.449
705        (1 0 1 2 1 2 0)              98.451
706        (1 0 3 1 2 1 2)              98.453
707        (1 0 1 2 1 1 1)              98.456
708        (1 0 2 3 2 1 2)              98.458
709        (1 0 2 3 2 1 2)              98.460
710        (1 0 2 3 2 1 2)              98.462
711        (1 0 1 2 1 1 1)              98.464
712        (1 0 2 3 2 1 2)              98.467
713        (1 0 2 3 2 1 2)              98.469
714        (1 0 2 3 2 1 2)              98.471
715        (1 0 1 2 1 1 1)              98.473
716        (1 0 3 1 1 1 1)              98.475
717        (1 0 2 3 2 1 2)              98.477
718        (1 0 0 0 1 2 0)              98.479
719        (1 0 3 1 2 1 1)              98.482
720        (1 0 2 3 2 1 2)              98.484
721        (1 0 1 2 1 1 1)              98.486
722        (1 0 3 1 2 1 2)              98.488
723        (1 0 2 3 2 1 2)              98.490
724        (1 0 0 0 2 2 1)              98.492
725        (1 0 3 1 2 1 2)              98.494
726        (1 0 2 3 2 1 2)              98.496
727        (1 0 3 1 2 1 2)              98.479
728        (1 0 2 3 1 2 1)              98.481
729        (1 0 3 1 0 0 0)              98.443
730        (1 0 3 1 2 1 2)              98.445
731        (1 0 2 3 2 1 2)              98.448
732        (1 0 2 3 2 1 2)              98.450
733        (1 0 2 3 2 1 2)              98.452
734        (1 0 3 1 2 1 2)              98.454
735        (1 0 2 3 2 1 2)              98.456
736        (1 0 2 3 2 1 2)              98.458
737        (1 0 2 3 2 1 2)              98.460
738        (1 0 2 3 2 1 2)              98.462
739        (1 0 1 2 1 1 1)              98.465
740        (1 0 2 3 2 1 2)              98.467
741        (1 0 2 3 2 1 2)              98.469
742        (1 0 2 3 2 1 1)              98.471
743        (1 0 3 1 1 1 1)              98.473
744        (1 0 2 3 2 1 2)              98.475
745        (1 0 2 3 2 1 2)              98.477
746        (1 0 2 3 2 1 2)              98.479
747        (1 0 2 3 2 1 2)              98.481
748        (1 0 2 3 2 1 2)              98.483
749        (1 0 3 1 2 1 2)              98.485
750        (1 0 2 3 1 1 1)              98.449
751        (1 0 3 1 2 1 2)              98.432
752        (1 0 1 2 1 1 1)              98.434
753        (1 0 2 3 2 1 1)              98.436
754        (1 0 2 3 2 1 2)              98.438
755        (1 0 3 1 2 1 1)              98.440
756        (1 0 2 3 1 1 1)              98.442
757        (1 0 3 1 2 1 2)              98.444
758        (1 0 2 3 2 1 2)              98.446
759        (1 0 2 3 2 1 2)              98.448
760        (1 0 1 2 1 2 1)              98.450
761        (1 0 2 3 2 1 2)              98.453
762        (1 0 2 3 2 1 2)              98.455
763        (1 0 2 3 1 2 1)              98.457
764        (1 0 1 2 1 2 1)              98.459
765        (1 0 2 3 2 1 2)              98.461
766        (1 0 2 3 2 1 2)              98.463
767        (1 0 2 3 2 1 2)              98.465
768        (1 0 3 1 2 1 1)              98.467
769        (1 0 2 3 2 1 2)              98.469
770        (1 0 1 2 1 1 1)              98.471
771        (1 0 3 1 2 1 2)              98.473
772        (1 0 2 3 2 1 2)              98.475
773        (1 0 3 1 2 1 2)              98.477
774        (1 0 2 3 2 1 1)              98.479
775        (1 0 2 3 1 1 1)              98.481
776        (1 0 3 1 2 1 2)              98.464
777        (1 0 2 3 2 1 2)              98.466
778        (1 0 1 2 1 2 0)              98.468
779        (1 0 2 3 2 1 1)              98.452
780        (1 0 1 2 1 1 1)              98.454
781        (1 0 3 1 2 1 2)              98.437
782        (1 0 2 3 1 2 1)              98.421
783        (1 0 2 3 2 1 2)              98.423
784        (1 0 1 2 0 0 1)              98.425
785        (1 0 1 2 1 1 1)              98.427
786        (1 0 1 2 1 2 1)              98.429
787        (1 0 3 1 2 1 1)              98.431
789        (1 0 2 3 2 1 2)              98.433
790        (1 0 2 3 2 1 2)              98.435
791        (1 0 2 3 2 1 2)              98.437
792        (1 0 2 3 2 1 2)              98.439
793        (1 0 2 3 2 1 2)              98.441
794        (1 0 2 3 1 2 1)              98.443
795        (1 0 2 3 1 1 1)              98.445
796        (1 0 2 3 2 1 2)              98.447
797        (1 0 1 2 0 0 1)              98.449
798        (1 0 3 1 2 1 2)              98.451
799        (1 0 2 3 2 1 2)              98.453
800        (1 0 2 3 2 1 2)              98.455
801        (1 0 3 1 2 1 2)              98.457
802        (1 0 1 2 1 1 1)              98.459
803        (1 0 1 2 1 1 1)              98.460
804        (1 0 2 3 2 1 2)              98.462
805        (1 0 2 3 2 1 2)              98.464
806        (1 0 0 0 1 2 0)              98.466
807        (1 0 1 2 1 1 1)              98.468
808        (1 0 2 3 2 1 1)              98.470
809        (1 0 1 2 1 1 1)              98.472
810        (1 0 2 3 2 1 2)              98.474
811        (1 0 2 3 2 1 2)              98.476
812        (1 0 2 3 1 2 1)              98.478
813        (1 0 2 3 1 2 1)              98.479
814        (1 0 1 2 1 1 1)              98.481
815        (1 0 3 1 2 1 2)              98.466
816        (1 0 1 2 0 0 1)              98.468
817        (1 0 2 3 2 1 2)              98.469
818        (1 0 2 3 2 1 2)              98.471
819        (1 0 2 3 2 1 2)              98.473
820        (1 0 1 2 1 2 1)              98.457
821        (1 0 2 3 1 2 1)              98.459
822        (1 0 1 2 1 1 1)              98.461
823        (1 0 3 1 1 1 1)              98.463
824        (1 0 3 1 2 1 2)              98.465
825        (1 0 2 3 2 1 2)              98.467
826        (1 0 2 3 1 2 1)              98.469
827        (1 0 3 1 2 1 2)              98.471
828        (1 0 1 2 2 2 1)              98.472
829        (1 0 2 3 1 2 1)              98.474
830        (1 0 2 3 2 1 2)              98.476
831        (1 0 2 3 2 2 1)              98.478
832        (1 0 2 3 2 1 1)              98.480
833        (1 0 2 3 2 1 2)              98.482
834        (1 0 2 3 1 1 1)              98.484
835        (1 0 1 2 1 1 1)              98.485
836        (1 0 2 3 2 1 2)              98.487
837        (1 0 1 2 1 1 1)              98.489
838        (1 0 3 1 2 1 2)              98.474
839        (1 0 2 3 2 1 2)              98.476
840        (1 0 2 3 2 1 2)              98.477
841        (1 0 1 2 1 1 1)              98.479
842        (1 0 2 3 1 2 1)              98.481
843        (1 0 2 3 2 1 2)              98.483
845        (1 0 2 3 1 1 1)              98.485
846        (1 0 1 2 1 1 1)              98.486
847        (1 0 3 1 2 1 2)              98.488
848        (1 0 2 3 2 1 2)              98.490
849        (1 0 2 3 1 1 1)              98.458
850        (1 0 2 3 2 1 2)              98.460
851        (1 0 3 1 2 1 1)              98.445
852        (1 0 2 3 2 1 2)              98.446
853        (1 0 2 3 2 2 1)              98.448
854        (1 0 1 2 1 1 1)              98.450
855        (1 0 1 2 1 1 1)              98.452
856        (1 0 3 1 2 1 2)              98.454
857        (1 0 0 4 0 0 0)              98.422
858        (1 0 1 2 1 1 1)              98.424
859        (1 0 2 3 2 1 1)              98.409
860        (1 0 3 1 2 1 2)              98.411
861        (1 0 1 2 1 1 1)              98.413
862        (1 0 3 1 2 1 2)              98.415
863        (1 0 2 3 2 1 2)              98.416
864        (1 0 1 2 1 1 1)              98.418
865        (1 0 1 1 0 0 1)              98.370
866        (1 0 2 3 2 1 2)              98.372
867        (1 0 2 3 2 1 2)              98.374
868        (1 0 1 2 1 1 1)              98.376
869        (1 0 3 1 1 1 1)              98.378
870        (1 0 3 1 2 1 1)              98.363
871        (1 0 3 1 2 1 2)              98.348
872        (1 0 2 3 2 1 2)              98.350
873        (1 0 1 2 1 1 1)              98.319
874        (1 0 2 3 2 1 2)              98.321
875        (1 0 2 3 2 1 2)              98.323
876        (1 0 2 3 2 1 2)              98.325
877        (1 0 1 2 1 1 1)              98.327
878        (1 0 2 3 1 1 1)              98.329
879        (1 0 3 1 2 1 2)              98.331
880        (1 0 1 2 1 1 1)              98.333
881        (1 0 1 2 1 1 1)              98.335
882        (1 0 3 1 1 1 1)              98.337
883        (1 0 1 2 1 1 1)              98.338
884        (1 0 3 1 1 1 1)              98.340
885        (1 0 1 2 1 1 1)              98.342
886        (1 0 1 2 1 1 1)              98.344
887        (1 0 2 3 2 1 2)              98.346
888        (1 0 2 3 2 1 2)              98.348
889        (1 0 0 0 1 2 0)              98.350
890        (1 0 3 1 2 1 2)              98.352
891        (1 0 2 3 2 1 1)              98.354
892        (1 0 2 3 2 1 2)              98.355
893        (1 0 1 2 1 1 1)              98.357
894        (1 0 2 3 2 1 2)              98.359
895        (1 0 2 3 2 1 1)              98.361
896        (1 0 2 3 2 1 1)              98.363
897        (1 0 3 1 2 1 2)              98.365
898        (1 0 3 1 2 1 1)              98.366
899        (1 0 2 3 2 1 2)              98.368
900        (1 0 3 1 2 1 2)              98.370
901        (1 0 3 1 2 1 2)              98.356
902        (1 0 3 1 2 1 2)              98.358
903        (1 0 1 2 0 0 1)              98.360
904        (1 0 3 1 2 1 2)              98.361
905        (1 0 3 1 2 1 2)              98.363
906        (1 0 1 2 1 2 1)              98.365
907        (1 0 2 3 2 1 2)              98.367
908        (1 0 2 3 2 1 1)              98.369
909        (1 0 1 2 1 1 1)              98.371
910        (1 0 1 2 1 1 1)              98.372
911        (1 0 3 1 1 0 0)              98.374
912        (1 0 2 3 1 2 1)              98.376
913        (1 0 3 1 1 1 1)              98.362
914        (1 0 3 1 2 1 2)              98.364
915        (1 0 1 2 1 1 1)              98.366
916        (1 0 2 3 2 1 2)              98.367
917        (1 0 2 3 2 1 2)              98.369
918        (1 0 2 3 1 1 1)              98.371
919        (1 0 1 2 1 1 1)              98.373
920        (1 0 1 2 1 1 1)              98.374
921        (1 0 1 0 0 0 0)              98.329
922        (1 0 2 3 2 1 1)              98.331
923        (1 0 2 3 1 2 1)              98.333
924        (1 0 2 3 2 1 2)              98.335
925        (1 0 2 3 2 1 2)              98.337
926        (1 0 2 3 2 1 2)              98.339
927        (1 0 2 3 2 1 2)              98.340
928        (1 0 2 3 1 1 1)              98.342
929        (1 0 2 3 2 1 2)              98.344
930        (1 0 1 2 1 2 1)              98.346
931        (1 0 2 3 2 1 2)              98.347
932        (1 0 2 3 2 1 2)              98.349
933        (1 0 3 1 2 1 2)              98.351
934        (1 0 0 0 1 0 1)              98.353
935        (1 0 2 3 2 1 2)              98.355
936        (1 0 3 1 2 1 1)              98.341
937        (1 0 2 3 2 1 1)              98.343
938        (1 0 2 3 1 2 1)              98.345
939        (1 0 2 3 2 1 2)              98.346
940        (1 0 3 1 2 1 2)              98.348
941        (1 0 3 1 2 1 1)              98.350
942        (1 0 1 2 1 1 1)              98.352
943        (1 0 1 2 1 1 1)              98.353
944        (1 0 2 3 2 1 2)              98.355
945        (1 0 1 2 1 1 1)              98.357
946        (1 0 1 2 1 1 1)              98.359
947        (1 0 3 1 2 1 2)              98.360
948        (1 0 1 2 1 1 1)              98.362
949        (1 0 3 1 2 1 2)              98.364
950        (1 0 3 1 2 1 2)              98.366
951        (1 0 2 3 2 1 2)              98.367
952        (1 0 2 3 2 1 2)              98.369
953        (1 0 2 3 1 1 1)              98.371
954        (1 0 2 3 2 1 2)              98.373
955        (1 0 1 2 1 1 1)              98.374
956        (1 0 2 3 2 1 2)              98.376
957        (1 0 1 2 1 1 1)              98.378
958        (1 0 1 2 1 1 1)              98.379
959        (1 0 2 3 1 1 1)              98.366
960        (1 0 0 0 2 2 1)              98.368
961        (1 0 2 3 2 1 2)              98.369
962        (1 0 3 1 2 1 2)              98.356
963        (1 0 1 2 0 0 1)              98.358
